"review","NPS"
"Это отчет по платежам, чтобы отчет по оплаченным суммам за проживание формировался в разрезе плательщиков. То есть тех гостей, которые уже оплатили. Такого нет пока. У меня 3 гостиницы, они разделены по отдельным сервисам. И если гость в 1 гостиницу приехал, а потом во 2, мне нужно все его данные забивать повторно. Если у меня сеть, чтобы необходимо, чтобы в сети была сквозная информация по клиентам. Иначе мне приходится набивать этих клиентов в систему. Это тоже неудобно. В системе нет обновления с определённой частотой, например, 30 секунд об… интеграция с каналами продаж с Букинга. ; Если я что-то изменил в Контур Отеле, чтобы это уходило на каналы продаж. И потом вне зависимости от того, вношу я какую-то информацию или нет в Контур Отеле, чтобы постоянно была интеграция данных по загрузке номеров канала продаж и Контур Отеля. Сейчас этого нет. ; 1) когда работаешь с ноутбука, постоянно почему-то сообщение ""вам необходимо обновить браузер"", система работает нормально, но сообщение постоянно выскакивает( считает, что дело не в ноутбуке), когда устанавливаешь, всё равно продолжает требовать 2) при работе в системе через, н-р, андроид, то он очень плохо реагирует на нажатие бронирований, чтобы раскрыть и посмотреть - приходится раза 3-4 тыкать, чтобы оно открылось, постоянно такое, дело не в устройстве, даже в тлф, которые тянут тяжелые игры это происходит; Если в системе вносишь… Например, у человека поздний выезд или ранний заезд, то надо в системе, что он живет (у него поздний выезд 20 числа) … мне нужно в системе поставить, что он уезжает не 20, а 21 числа. И в комментариях, чтобы я понимал, что номер на самом деле освободится не 21, а 20. А это целый текст в комментарии. Это все реализовано в той системе, в которой мы работали до этого. Есть два окошка_ с такого по такое человек живет. Нужно сделать еще 2 пункта, 2 флажка поставить. 1 – поздний выезд, чтобы он сразу этот поздний выезд обозначался в бронировании. Чтобы мы это видели. К этому позднему выезду сразу бы привязывался какой-то тариф, обычно это 50% от стоимости проживания. Если что-то другое, то можно взять и полностью изменить стоимость, которая с клиента берется за проживание. А здесь просто поставили галочку «поздний выезд». Значит мы понимаем, что стоимость увеличилась на стандартный тариф. Чтобы это считалось автоматически. И еще галочка – закрыть следующий день при позднем выезде либо предыдущий день при раннем заезде. Человек у нас выезжает до 12 часов дня. Человек уезжать поздно в 3 дня, а следующий приезжает в 6 вечера. Мы можем не закрывать след день, а поставь поздний выезд – это будет им оплачено. Но следующий день тогда нам закрывать не нужно. Мы понимаем, что у нас есть 3 часа на подготовку номера. И мы кнопку «закрыть следующий день» не нажимаем. А эта кнопка нужна для того, что если человек уезжает в 9-10 вечера. Мы тогда уже нажимаем «закрыть следующий день» для того, чтобы номер не уходил на канал продаж, чтобы у нас его случайно никто не забронировал и не приехал.","8"
"на днях будем; вот, несколько дней нас хотят этому обучать, чтобы не в 1С, а всё делать через контур; автоматическое заполнение адреса рождения и регистрации; чтобы адрес рождения можно автоматически перешёл на адрес регистрации автоматически, если он совпадает; Затруднились; нет, когда были вопросы, нам быстро отвечали по почте или тлф; молодцы, все быстро отвечали по э/п, молниеносно; понравилось, что забиваешь пункт населённый и сразу всё встаёт, все области, район, и что есть отдельные окна для корпуса, строения, мы всё вручную вбивали, а тут есть отдельные окошечки","8"
"к площадкам бронирования не подлючается, приходится самой это делать; чтобы позвонил менеджер и продал; Все работает/нет проблем; все устраивает; все устраивает; техническая поддержка","8"
"Всего хватает; иногда бывает адрес не ищет,когда вводим паспортные данные, адрес по справочнику не находит.; уже сказали; все устраивает, все быстро ,все исправили; всегда вежливо и терпеливо подождут и объяснять, удаленный доступ предоставляют; указывает на ошибки, например если пишешь Россия, а год 89 например, то выскакивает подсказка что из нужно изменить на ссср. Новости приходят,изменения по иностранным гражданам, как нужно что корректно заполнить, по россиянам по иностарнным гражданам. Все передаем электронно, все видим,снят человек или зарегистрирован(про МВД). .","9"
"Всего хватает; Все работает/нет проблем; не общалась; не общалась, директор решает все вопросы; Ничего/обычный сервис","7"
"не могли разобраться, у нас человек который сайтом занимается, писал в техподдержку,новпрос так и не решили; мы привыкли работать по неделям, а у вас на месяц рассчитано; чтобы было видно за неделю всю информацию, более крупно; Все работает/нет проблем; все устраивает; все хорошо; не нужно постоянно обновлять страницу, то что можно быстро забронировать,буквально в несколько кликов забронировать. (это очень важно для нас)","3"
"По регистрации российских, иностранных граждан при передаче в МВД. Часто бывает, что адрес не указан. Может как-то-то обновить адреса? Потому что с паспортами идут, а он такого не видит поселка, улицы или дома. Из-за этого у нас в МВД не отправляется. Если бы была автоматическая настройка до 92 года был бы СССР, а после 1992 Россия. Приходится вручную это исправлять, иначе не отправляется в МВД. ; приходила бронь позже: приезжает человек, говорил, что забронировал через букинг.ком, показывает подтверждение, мы его заселяем, и через день или вечером приходит, что человек у нас забронировал; Добавить больше нечего. ; когда мы обращаемся, они нам помогают, когда могут, а когда нет - отвечают, мы над этим работаем, но результата не видно, мы работаем с начала апреля, а нашу просьбу не выполнили, я не думаю, что это было тех. невозможно(насчёт времени и счёта); мы не можем пожаловаться, всё нормально, чем они могут, тем помогают; дистационно хорошо работают с нами менеджеры, программа большая и чёткая, всё очень наглядно, работать с ней удобно, нюансы убрать и будет всё замечательно; потому что хотим устранить недоработки, которые есть в гостинице, чтобы нам удобно было работать дальше, хотя за 2 года уже всё оплачено","5"
"мы готовим, всё заполняем, но в регионе здесь мне сказали в мигр.службы мне сказали, что нужно обращаться по месту регистрации, какой-то механизм не срабатывает; Администратор работает сутки через трое. Его смена заканчивается в 8 часов, потом проходит передача смены. Нам бы хотелось, чтобы программа могла позволить выручку именно за этот период с 8 до 8 утра следующего утра. Потому что она дает сумму выручки именно за сутки. С ноля часов сегодняшнего дня до нуля часов завтрашнего дня. И для того, чтобы определить какая выручка должна быть сдана администратором нужно вручную выбирать эти суммы. Пока этот вопрос не решен. Это для нас очень важно. Можно также написать с расшифровкой по видам оплат. По вопросу выписки групп. Мы групповое бронирование счет на него не можем выписать с расшифровкой по номерам. Они выдают нам счет общий. А клиенты просят иногда с расшифровкой по номерам. По счету. Акт выполненных работ делался раньше. Мы когда-то работали на 71С, там у нас было такое. У нас сейчас как, мы работаем в Контур и в Тревол Лайн. Доя того, чтобы выписать счет мы из Контура информацию переносим в Тревел. И оттуда уже выписываем счет, потому что Контур этого делать не позволяет. А мы привыкли к Контуру, хотелось бы чтобы до конца довели. У нас есть номера, где две раздельные кровати и доп. место диван. То есть диван вошел в дополнительные услуги. И таким образом, когда мы заселяем на кровати, даем скидку и также заселяем на доп. место на диван. И на диван уже скидка не распространяется. И при формировании счета также ничего не видно. Это зависит от нас. Если бы мы ввели бы, переделали бы, ввели бы стоимость проживания на диване в категорию, тогда было бы по-другому. Как доп. услугу нужно или нет. Тогда у нас диван попадал в проживание, а сейчас он у нас идет как завтрак. И в общем счёте их не будет, польскому это доп. услуга. ;","4"
"чтобы можно было самостоятельно вбивать адрес проживания,когда заполняем данные с паспорта. Он выдает только по списку,который есть; уже сказали; Все работает/нет проблем; не звонили; лично не общались; Ничего/обычный сервис","4"
"надо заключить договор с полицией","1"
"почасовая оплата, тарифы почасовой оплаты ; нельзя упорядочить номера, как мне удобно; чтобы в программе была возможность вход почасовиков, 2, 3 часа и так далее ; нельзя упорядочить номера ; я хочу чтобы у меня в списке стоял такой-то номер, такой, стоят вразнобой, люкс, полулюкс хотя я не знаю, можно ли это сделать это, просто я не знаю; Все работает/нет проблем; работает изумительно; не сталкивался; простота","1"
"нет системы первичных документов, если нет интернета нет возможности офлайн посмотреть, при бронировании номера по телефону не сохраняет; при сбое в интернете можно было бы посмотреть хотя последнюю загруженную версию, система первичных документов что бы была в системе( по кассе), при бронировании номера по телефону чтобы система сохр; при внесении данных гостя, идет сбой, пишет попробуйте позже сервис не доступен; не было сбоев; все устраивает, не смогли подключить виджет, перенаправили другим к разработчикам сайта, в итоге решили; все устраивает; собирает бронирование со всех систем","7"
"ждем ответа от мвд; еще мало информации,пока в другом направлении работаем. Еще не ознакомились; когда мы работаем именно в программе проходит какое-то обновление и мы не можем занести какие-то данные, и приходится на бумажный носитель записывать, дублировать, пока нет доверия.; уже сказали; Все работает/нет проблем; никаких пертензий; никаких претензий; насколько я заметила идет работа с площадкой букинг-своевременнно, вся информация заносится, Устраивает на данный момент все.","8"
"хотелось бы что если мы берем оплату чтобы у нас выходили квитанции,чтобы они выходили под нашим номером, а не по номеру бронированию(подвязан к номеру бронирования), нет последовательности, (1,2,3,4,5) бухгалтерии легче было бы контролировать все. Анкета дает не полную информацию о госте,нет графы о место рождения, паспортная служба не принимает анкеты данного образца, носим вручную,говорят что в такой форме принимать они ее не могут. С букинга идет бронь, там указано количество приезжающих детей и взрослых, а в контуре кол-во детей не указано. Дети вообще ен обозначаются( разнится количество человек) . И мы всегда заезды с контура ,копируем все с букинга, по кол-ву людей заезжающих. Дублёж получается. Мененджер каналов приходится контролировать, открываешь и букинг и контур.; уже сказали; отчеты есть хорошая штучка, но один нюанс, по отчетам-если я задаю отчет по поступлени денег по полате номерам. Если проживают в номере двое суток, то они разбрасываются на первые сутки и на вторые. Это неудобно. приходится это делать в ручном варианте. Разбрасывает сумму проживания.; уже сказали; нам всегда разъясняют, но потом все равно отзваниваются и сообщают что и каквсегда отвеят и попветуют; все устраивает; бронирование приходит сразу,все наглядно,кто выселяется,архив хороший. По заполнению профиля гостей все устраивает. Так-то все хорошо. (мы работаем только с бронированием)","6"
"интерфейс не удобный, вся шахматка не входит в экран(количество номер)","1"
"остальное делаем в др программе; остальное делаем в др программе Трэвэл лайн; Всего хватает; Все работает/нет проблем; все устраивает; все устраивает; пользуемся только отправкой в мвд, все остальное делаем в программе Трэвэл лайн","1"
"шахматка неудобная по цветам, точки непонятные; если номер оплачен, то полоска с гостем чтобы закрашивалась цветом; назначаешь для гостя номер в феврале, нажимаешь обновить , таблица обратно возвращается в декабрь, постановка в мвд долго обрабатывается, снятие не проходит; не было сбоев; все устраивает; все устраивает; дистанционная помощь технической поддержки, подача данных в мвд, шахматка, синхронизация с бронированием","1"
"Всего хватает; Все работает/нет проблем; не всегда отвечают быстро; все устраивает; простота в работе, все понятно,","7"
"Все работает/нет проблем;","6"
"сайта нет; в шахматке нет функции выделения контрагентов,я не могу во всей шахматке выделить чтобы отображались только букинг или только стойка регистрации. Нет каких-то маркеров ,допустим что-то в заявке срочно необходимо пометить чтобы оно выделялось(внимание трансфер) . Хотелось чтобы это выделилось цветом.; уже сказали; Все работает/нет проблем; не обращаемся, по началу обращались ,а потом уже не обращались, но было все нормально; все хорошо; в мвд отвозили на бумажном носителе,теперь электронно-очень хорошо. Достаточно все просто, но частенько обновления приходят и услуги потеряли,услуги оказались внутри заведенной заявки, с одной стороны неудобно. Когда гость бронирует ""Пакетом"" то заводишь ему итоговую сумму,начинаешь бронировать а услуги пропали, потом нашли их внутри заявки(после обновление) плохо что сумму услуги нельзя редактировать(сумма ужина). С одной стороны когда администратор работает по шаблону это и правильно. но с др сторроны... Сумма за ужин- не редактируется,а хотелось бы.","6"
"Всего хватает; занесение паспортных данных гостей, не сохраняет информацию.; уже сказали; не созванивались; не все сотрудники могут быстро и четко ответить на вопросы и исправить ошибки; отправка отчетности в мвд, автоматическое закрытие брони,квоты.","3"
"только бланки; нет сайта; человек если вьезжает на 3 часа, сразу не могу выселить, по часам, выселяется через сутки; фактическое время проживания и выселить, по часовае проживание; связи не было программа не работала, профилактические работы; не было сбоев; все устраивает; мало общались, пока все устраивает; экономия времени, документация быстро формируются, миграционка, обучение новому","8"
"нет времени чтобы внести данные","3"
"не могут настроить связь для нашего сайта, не существует у вашей программы связи с моим сайтом. А это не мой сайт. Не тот за который я плачу. Связь с лично моим сайтом должна быть. Сделалал тестовое брлонирование, типа через мой сайт,написали,что сейчас с вами свяжутся и эта бронь упала в шахматку. И мне это непонятно. Невозможно оплатить с сайта. На др каналах это возможно; 1. При входе в программу стартовая страница должна быть бронирование, потому что это первое, что мне интересно видеть каждую минуту, кода у меня работает отель.
2. Когда мы заходим в программу она занимает 5 строк до той поры, пока начинается номерной фонд. Я просила рассмотреть вариант сокращения этих строк до минимума, потому что они занимают 20% экрана, и я вижу меньше номеров, мне нужно крутить мышью. Мне вообще не важно, Контур Отель занимает целую строку. Нужно покомпактнее сделать верхние 4 строки. 
3. Категории номеров я не могу выписать в нужном мне порядке. Вчера я добавляла категории, они встали в том порядке, в котором там кто-то решил. Это не в том порядке, в котором я их заносила, не в алфавитном порядке. Нет закономерности, я не могу поставить это так, как мне нужно на экране. 
4. Категории номеров хотелось бы писать другим шрифтом, например, жирным. А если номер обыкновенным. Потому что сейчас это все сливается в единую картину и девочкам неудобно. У меня 12 категорий номеров и все оно… приработаться можно, но если мы говорим об удобстве, то это хорошее пожелание. 
5. Строчки с названием категории номер и под строкой, которая без номера, я рекомендую их соединить в одну. Так было у ваших конкурентов, с кем мы раньше работали. Так мы сэкономим 10 строк на экране, что важно. И там же где строка категория номеров, совмещенная со строчкой без номера и где календарь, даты, я бы сразу хотела печать цену на сегодняшний день этого номера. Пусть блекло, чтобы мне нужно было открывать страницу продажи. Потому что сейчас низкий сезон и каждый вечер день в день я беру и снижаю цену на некоторые номера. Я снижаю цену не в тарифе, а устраиваю акцию. Мои администраторы должны следить за этой ситуацией. Я им пишу: смотрите, очередное снижение цен. Если бы у нас в шахматке сразу же открывалась строка категория номеров, которая совмещена, в нее падают брони, которые надо разнести по номерам. И здесь же тихо написано какая же цена сегодня. И если я ставлю на 31 декабря у этой категории цену в 2 раза выше, она здесь на странице шахматы будет видна. Это было бы очень удобно. Я думаю, с точки зрения программистов это не сложно. 
6. Задачи — это уборка номеров. Открываю и у меня что где надо убрать. На самом деле я писала, как это было бы удобно. Уборку номеров удобно смотреть в каком-то другом окне. На эту тему сейчас не отвечу… 
7. Если мы зайдем в бронирование-календарь-слово «сегодня». Там мне пишут, у меня 2 выезжают, 2 заезжает. И никак не пишет сколько человек живет. Как бы трансфером со вчерашнего дня до послезавтрашнего. Если, например, пожар, немцы я бы по этой штуке сразу бы увидела, у меня 2 живет давно и никуда не собираются, 4 выезжают, 2 заезжают. А сейчас здесь информация не полная. Когда я писала вашим людям, мне ответили, что эта информация есть во все актуальное. Во все актуальное у меня существует целая лента всего с сегодняшнего дня, что в принципе происходит. Здесь нет уже тех стрелочек заезжает/выезжает. То есть они в разделе календарь-сегодня мне нужно знать кто и живет на текущий момент. И ту же у меня есть описание номеров и фамилия. И я здесь очень быстро узнаю сколько человек. У меня сменился администратор, открыл эту страницу и ему хорошо. В эту же страницу- тут половину страницы свободно. И сюда я бы рекомендовала поставить информацию об уборке номеров. Потому что здесь я вижу информацию кто выезжает, то есть этот номер можно пометить: выездная уборка. Тоже самое люди, которые заезжают. У меня написано, что 2 номера заезжают. И там же написано: номер чист. То есть когда у меня смена номеров произошла, они еще не выехали, я вижу, что его надо убрать. И я вижу, что у меня заезжают. Я понимаю, что мне надо срочно туда отправлять горничную. И на этой странице это наглядно. Потому что на странице задачи непонятно зачем мне убирать 10 номер, будут ли сегодня туда заезжать. А здесь все понятно. Можно пометить, если человек отказался от уборки. И администратору все видно. 
8. В бронировании я не могу поменять цену, если я сделала скидку. 

; уже сказали; Мне обязательно нужно, чтобы ваша программа имела совмещение с моим личным сайтом. Сейчас мне написали, что такой функциональности нет. Когда надумаете, то будете об этом думать. Это очень неудобно. Должен быть шлюз оплат, когда гость заходит на мой сайт, ему предлагается сделать бронирование и предлагается оплатить. Оплативший гость – человек, с которым мы имеем меньше проблем. Он уже оплатил, он приедет. Может и отменить, но это не значить, что он забронировал 20 номеров по городу и что хочу, то и делаю. У нас всего 12 номеров. Если так люди будут делать и потом отменяться, мы просто не сможем торговать своими номерами. То есть мне обязательно нужна связь с сайтом, чтобы там был шлюз оплат. И то, что у вас техподдержка – люди, которые не работают в программе. Либо они работают в программе, но они никогда не стояли за стойкой администратора. ; уже сказали; люди которые не работают в своей программе, либо они работают, но никогда не стояли за стойка администратора.; все еще милые, но они ничего не знают, они не знают ту систему в которой я им задала вопросы; раньше я думала что у нас в самаре есть прям контур. Отель куда я могу прийти и пообщаться вживую, но это не помогает в вопросе решения проблем функционала. Мне было сказано,что всем нравится,кроме вас.Мне тяжело с вами работать","2"
"не приходило ни 1 бронирования, зачем платить за то, что не приносит деньги; Затруднились; иногда сбивается канал бронирования с букингком, и мы не сразу это видим, обычно это уже случается, когда происходит овербукинг, чтоб из сервис в букинг можно было ответить; появилась надпись, что должны оплатить, хотя у нас всё оплачено; Более надежный канал бронирования. Приходило бы сообщение на телефон, что нет связи с каналом бронирования или ошибка в виде уведомления всплывала. ; сложно сказать, обращаешься, в принципе сразу помогают; всё в порядке; 1) связь с мигр.учётом, это важно 2) тут и по легендам стало удобнее, видно, что меняется интерфейс, сейчас проще групповые бронирования сделать","2"
"используют только отправку отчетности в МВД. Бывает такое что предыдущий администратор поставил на учет гражданина с ошибкой и потом эта ошибка возвращается обратно.(до нас где-то останавливался). Его контур фмс ставит по тем данным, которые некорректные, затем мы вводим его корректные данные и пишут что они некорректные, так как до этого его поставили на учет с ошибкой . (+прослушать); хотелось бы видеть предыдущую историю отправок или чтобы контур сразу видел эту ошибку; есть такой моменты что ты сначала должен ввести русскую информацию по гостю и ее нужно перевести в латиницу и так как правильно по транскрипции, а паспорт и перевод в латиницу не всегда совпадает , но это скорее всего не ваша ошибкаа.; уже сказали; все нормально, но раньше когда я звонила, мне без проблем говорили давайте я вам помогу (удаленный доступ), а сейчас говорят мне как делать, а я не всегда могу понять терминологию, я прошу показать и помочь решить проблему и просят сделать самостоятельною. Хотелось бы решать проблемы в режиме онлайн, вам нужно будет делать так так и так. А сейчас стараются просто объяснить, но не сами решить; мне нравится,что высылают смс оповещение, о том когда он будет решен и в каком он сейчас состоянии.; технология смс оповещения очень удобна(по итогу, по продвижению моей заявки) , быстрота ,простота. Мы используем только контур ФМС, сама программа для нас уже является большим плюсом, то что не нужно делать все вручную. Полностью на контур пока не планируют переходить,пока нет необходимости. У нас довольно большой номерной фонд. Для нас она чуть-чуть возможно не будет подходить","4"
"ранний поздний заезд не тарифицируется, в событиях обновления по сервису исправляют, а не пишут уведомление, даже мелкие; чтобы было автоматизировано при создании брони, иначе происходит овербукинг, чтобы писали обновления; оплата (сами не правильно если ставим) при возникновении ошибки безналичный и наличный расчет, все сьезжает; за сутки рабочие что бы мог отредактировать, напротив суммы, чтобы окошко- редактировать; все устраивает; все устраивает; одна экосистема с контур фмс","4"
"Всего хватает; при внесении данных о госте не сохраняется данные; что бы не было сбоев; нет обратной связи; все устраивает; Ничего/обычный сервис","4"
"мы вечером должны заселить следующих гостей, но программа нам не дает. ; Все работает/нет проблем; как-то особо ещё не обращались, раз или два вопросы у них были к ним, отвечают вроде хорошо; пока не было, чтобы что-то не устраивало; обычно разработчики предлагают для регистрации предложение, или отельное меня очень устраивает, что 2в1, я больше таких не видела пока, если бы удалось подключить бы кассу, это было бы вообще шикарно, сейчас стоит 1С... чтоб возможность была отбивать чек прямо в программе","4"
"Мы бы хотели убрать время заезда и время выезда, то есть сутки. У нас не в как других гостинцах, что выселение до 12, заселение после 2. У нас человек заехал в какое время, с него пошли сутки. Мы можем это время варьировать там, где редактирование. И бывают такие варианты, что человек приехал в 2 часа дня, а в 6 вечера уже уехал. Но программа нам не дает время проживания поставить меньше суток. Нельзя сделать заезд и выезд в 1 день. ; Чтобы можно было поставить время заезда фактическое. У нас многие гости летом приезжают после 24 ночи. Они там могут в 1 ночи заехать, а в 6 утра они уже уезжают. Это транзитники. Но если мы делаем им заезд по фактическому времени, то выселить мы их можем только на следующее число.","5"
"далеко находитесь, нужно звонить добиваться(по-этому ""1"" в предыдущем вопросе. В остальном все хорошо; уже сказали; Все работает/нет проблем; один человек пришел- комната четырехместная,мы целиком не можем чтобы один номер посчитался одному человеку. А у нас считается как за одну комнату оплата, а не за весь номер. Мы с квитанциями очень недовольны. Квитанция дается полностью на весь лист. Хотя бы пополам эту квитанцию разделить, на половину листа. Из-за этого не печатаем квитанции; не общаемся; мне нравится,что если человек побывал, то он приезжает и все данные уже есть. Не нужно заносить снова.","5"
"сайт в разработке; Всего хватает; при внесении данных по иностранным гражданам, высвечивается уведомление, что заполнено с ошибками, уведомление высвечивается закодированное, включаем бронирование, нажимаем на бронирование мышкой, а получается показывает другое бронирование, если гость продлевает проживание, не можем продлить бронирование, приходится создавать новое, т к уже подали все данные в мвд; что бы было понятно в чем ошибка, в бронировании что бы корректная информация, если подписали уведомление, чтобы можно было продлить на уже существующем; все устраивает, отличная работа; все устраивает; данные на постоянных гостей сохраняются при вводе фамилии, шаблоны сохраняются, выгрузка гостей по журналу, можно настроить фильтр,","4"
